K,n,amplitude,duration
32.5860247920663,3.0650181119781,21.9544436003387,2.32421435318404
9.01264402390275,2.35883555318762,60.1612164031412,1.00290492935782
10.8145886844689,1.82928053065308,25.9939648977286,0.540643509463801
23.5608128169398,1.70990942271618,61.188149177711,2.7394397377957
7.62643552325397,1.56692856031964,54.4194474155615,0.715243269524901
15.295502581964,2.27677466438,39.7919541391441,0.842364668927025
6.05309124368624,1.25210143347421,50.8111163219064,1.2470287588744
9.05384333693535,2.78618463187086,56.6936931474983,1.9333772127338
7.3040240402131,1.62318160500317,55.6223872729517,0.674418354891657
15.37442004547,1.43408092087316,29.1853457106347,2.18973228913681
8.02470914397487,1.88745367160399,24.9621239311026,0.452630135434252
9.50081996197662,1.91665627528713,60.3163670392867,0.137431962215383
2.63772328747602,1.58135567261975,46.7573487178526,2.97537862510163
11.2877416793854,1.87675597453298,26.9752315871866,0.543420869596807
13.2481315323755,2.87774683217625,32.9215268177185,1.55118487804514
10.646756473971,2.16062922304112,61.8407272760819,0.274400125974191
8.34187233785451,1.97692557462528,27.4389897218211,0.446056633019463
18.25151627963,3.24317972588621,29.8223199123266,2.06140681062269
21.9141912955936,2.88939005915635,48.7513648103522,1.64009119941692
4.75982318855184,1.45961032345838,59.2067784230207,1.4557953400907
6.78453041732144,1.68248194820913,50.1564636319386,0.758390458707096
5.85819332294888,1.5639494330065,27.6923195479548,1.04530956642637
14.0273314648608,2.92823851974304,33.9842782599355,1.6038681408452
6.15766412918333,1.02813984785978,32.938899004456,1.6069516370751
26.4449204932679,2.44184886315863,64.6485986316671,2.04204197124872
12.348949558808,1.79651635857303,20.0757742541736,0.924221865485706
13.4142970752252,3.61442678493192,38.6667169626897,3.11858838222261
20.9675719990409,2.70137229930866,25.8246485465665,1.46727699509334
20.4149860716623,2.71310486051269,22.01016132348,1.43025944095365
12.3422225321138,1.46564426495774,32.3121679025371,1.6146373947056
5.90796997846943,1.89573036847654,30.926023046004,1.24625678739383
4.06061893056863,0.907125688891036,33.1874945520728,1.94580626452041
7.71038413755357,1.57661785325915,68.8548076186319,0.698124887408484
20.0777995955695,2.63775053763925,40.2051173511793,1.37394863850999
10.2689873037384,2.10578167600479,50.4473769185763,0.194908651783108
4.97773692034662,1.25822632295568,39.1392635433429,1.42332042043182
4.89877599138568,1.52686092555317,23.7783368827832,1.41148182556042
4.69410647360601,0.680845914151291,49.00718339917,2.16882978380392
13.3395192245454,2.22991859794564,51.9128641623242,0.56317611793709
13.167815584654,2.1224287493063,67.819749386552,0.579994881690798
4.43823931586827,2.04419117228762,58.7236458696245,2.21318859172211
4.58174502140751,1.37888552417875,55.7963086771819,1.52549617887248
16.3940575686677,2.30049243612137,65.1819186249039,0.988904340681473
13.3627633416317,2.45193680699248,48.7838490784749,0.748433103975536
10.6259079521949,1.72134105551528,40.7441613865325,0.736709592871746
6.14428753617216,1.90121470648118,47.7147113240248,1.15052057225241
14.6870206749599,2.76045527923903,30.2300270428556,1.25606172743528
8.65643249385384,2.26973914665504,58.1300433580567,0.901064362681848
24.2024991650424,2.62487523203097,38.3607823694723,1.73710488832211
20.3403053816766,2.54442210522954,47.3144389979977,1.38869679042134
23.2508200322738,3.16673579683503,25.6297753555354,1.97841407886468
36.7704229043371,3.2135780244896,43.8118842740642,2.57351847306667
5.12124167895998,1.13761435174101,27.7025149329521,1.49635645120689
8.76040320554293,1.19666509510673,64.6206261689282,1.57127766561399
19.9913033966789,3.19597751437111,45.5058375863599,1.96662452030309
13.4058826142623,2.44190301931531,60.4238896857777,0.735327140334987
4.66164704579294,1.13512208861129,67.2046484370077,1.59523597242382
8.98170206095453,2.43205299017019,47.8526595469136,1.16989703229983
7.72646598959929,1.99405739792339,59.9267391693502,0.672572821907859
11.925241926664,1.99621561999477,64.4848522551131,0.470830275237455
7.80184431281607,1.01214255834778,40.561797807652,1.81976960498098
10.2061136484823,2.50513197121447,25.0576027604484,1.08690015563765
4.52609483251298,1.78036653781611,37.3328639074358,1.80235440234711
14.2533496658882,2.42949826483159,56.9915077087521,0.764919581437771
